gar86alex,64,"WorldPoint(x=3204, y=10074, plane=0)",330
gar86alex,64,"WorldPoint(x=3160, y=10008, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3160, y=10008, plane=0)",330
Jamcurt,77,"WorldPoint(x=3210, y=10084, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3208, y=10082, plane=0)",330
Jamcurt,77,"WorldPoint(x=3207, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3204, y=10077, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10082, plane=0)",330
gar86alex,64,"WorldPoint(x=3204, y=10077, plane=0)",330
Jamcurt,77,"WorldPoint(x=3204, y=10080, plane=0)",330
gar86alex,64,"WorldPoint(x=3204, y=10077, plane=0)",330
Jamcurt,77,"WorldPoint(x=3204, y=10080, plane=0)",330
gar86alex,64,"WorldPoint(x=3204, y=10077, plane=0)",330
Jamcurt,77,"WorldPoint(x=3204, y=10080, plane=0)",330
gar86alex,64,"WorldPoint(x=3204, y=10077, plane=0)",330
Jamcurt,77,"WorldPoint(x=3204, y=10080, plane=0)",330
Jamcurt,77,"WorldPoint(x=3208, y=10082, plane=0)",330
GIM Q7 2,113,"WorldPoint(x=3200, y=10060, plane=0)",330
71 DEF,103,"WorldPoint(x=3197, y=10056, plane=0)",330
Jamcurt,77,"WorldPoint(x=3160, y=10008, plane=0)",330
Jamcurt,77,"WorldPoint(x=3212, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3214, y=10060, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3212, y=10060, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3210, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3208, y=10060, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3204, y=10057, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
40-20,69,"WorldPoint(x=3204, y=10059, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
Jamcurt,77,"WorldPoint(x=3205, y=10060, plane=0)",330
Daz Da Man0,63,"WorldPoint(x=3222, y=10068, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3220, y=10066, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3218, y=10064, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3218, y=10064, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3218, y=10064, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3218, y=10064, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3032, y=3600, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3081, y=3655, plane=0)",359
Daz Da Man0,63,"WorldPoint(x=3144, y=10008, plane=0)",359
wild omg,76,"WorldPoint(x=3226, y=10074, plane=0)",480
FireSurgery,104,"WorldPoint(x=3204, y=10076, plane=0)",339
FireSurgery,104,"WorldPoint(x=3204, y=10074, plane=0)",339
er3n j,96,"WorldPoint(x=3204, y=10076, plane=0)",339
FireSurgery,104,"WorldPoint(x=3204, y=10070, plane=0)",339
er3n j,96,"WorldPoint(x=3204, y=10070, plane=0)",339
FireSurgery,104,"WorldPoint(x=3203, y=10066, plane=0)",339
FireSurgery,104,"WorldPoint(x=3201, y=10064, plane=0)",339
FireSurgery,104,"WorldPoint(x=3201, y=10066, plane=0)",339
er3n j,96,"WorldPoint(x=3204, y=10070, plane=0)",339
er3n j,96,"WorldPoint(x=3204, y=10070, plane=0)",339
Game Over Sr,73,"WorldPoint(x=3204, y=10075, plane=0)",362
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
FireSurgery,104,"WorldPoint(x=3201, y=10066, plane=0)",339
FireSurgery,104,"WorldPoint(x=3201, y=10066, plane=0)",339
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
FireSurgery,104,"WorldPoint(x=3201, y=10066, plane=0)",339
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
FireSurgery,104,"WorldPoint(x=3202, y=10065, plane=0)",339
FireSurgery,104,"WorldPoint(x=3202, y=10064, plane=0)",339
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
v MAZZAKRE e,116,"WorldPoint(x=3168, y=10016, plane=0)",339
FireSurgery,104,"WorldPoint(x=3202, y=10064, plane=0)",339
mr bobleman,119,"WorldPoint(x=3202, y=10063, plane=0)",339
FireSurgery,104,"WorldPoint(x=3202, y=10066, plane=0)",339
Rs elite99,122,"WorldPoint(x=3199, y=10058, plane=0)",362
Rs elite99,122,"WorldPoint(x=3200, y=10060, plane=0)",362
Im Vin Wolke,93,"WorldPoint(x=3197, y=10056, plane=0)",362
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3647, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3646, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3646, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3646, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3646, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3083, y=3646, plane=0)",559
Mrvikingur,123,"WorldPoint(x=3083, y=3649, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Stiffy i,111,"WorldPoint(x=3103, y=3628, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3093, y=3642, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
bigpitoman,31,"WorldPoint(x=3102, y=3626, plane=0)",559
CLlCKS,117,"WorldPoint(x=3107, y=3627, plane=0)",559
max star dx,121,"WorldPoint(x=3105, y=3625, plane=0)",559
Florpalida2,8,"WorldPoint(x=3102, y=3624, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3112, y=3625, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3097, y=3643, plane=0)",559
Stiffy i,111,"WorldPoint(x=3103, y=3628, plane=0)",559
Midles,123,"WorldPoint(x=3102, y=3623, plane=0)",559
Midles,123,"WorldPoint(x=3102, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3114, y=3628, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3096, y=3620, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3108, y=3628, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3096, y=3620, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3096, y=3620, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3096, y=3620, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3109, y=3633, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
CLlCKS,117,"WorldPoint(x=3104, y=3633, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3100, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Midles,123,"WorldPoint(x=3102, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3102, y=3626, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3622, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3622, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
stelainmyass,123,"WorldPoint(x=3100, y=3626, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3100, y=3622, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3102, y=3619, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3109, y=3630, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3110, y=3631, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3102, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3102, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3110, y=3631, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3102, y=3625, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3624, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3110, y=3631, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3110, y=3632, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3100, y=3627, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3624, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3626, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3619, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3032, y=3600, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
max star dx,121,"WorldPoint(x=3040, y=3560, plane=0)",559
bigpitoman,31,"WorldPoint(x=3040, y=3560, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3626, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3098, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
The Pure Zen,49,"WorldPoint(x=3109, y=3624, plane=0)",559
stelainmyass,123,"WorldPoint(x=3099, y=3625, plane=0)",559
stelainmyass,123,"WorldPoint(x=3099, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3097, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3094, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3092, y=3627, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3101, y=3620, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3092, y=3628, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3094, y=3626, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3624, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3100, y=3621, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
bigpitoman,31,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3100, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
gf but not,88,"WorldPoint(x=3101, y=3619, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3100, y=3621, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3100, y=3621, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
gf but not,88,"WorldPoint(x=3099, y=3618, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3099, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3099, y=3618, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3099, y=3618, plane=0)",559
max star dx,121,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3099, y=3618, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3099, y=3618, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3111, y=3624, plane=0)",559
The Pure Zen,49,"WorldPoint(x=3040, y=3560, plane=0)",559
CLlCKS,117,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3111, y=3624, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3629, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
IIIcapYIII,74,"WorldPoint(x=3116, y=3629, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
gf but not,88,"WorldPoint(x=3097, y=3618, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
ON V9 TWEAK,86,"WorldPoint(x=3118, y=3626, plane=0)",559
FatShitRags,95,"WorldPoint(x=3118, y=3623, plane=0)",559
danna_14,98,"WorldPoint(x=3118, y=3629, plane=0)",559
BARE CHATS,125,"WorldPoint(x=3118, y=3627, plane=0)",559
Kwuk,123,"WorldPoint(x=3118, y=3629, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3097, y=3618, plane=0)",559
ltz Cheakyy,73,"WorldPoint(x=3120, y=3628, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3097, y=3620, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
gf but not,88,"WorldPoint(x=3097, y=3618, plane=0)",559
Danvers,88,"WorldPoint(x=3122, y=3629, plane=0)",559
Backatit1999,82,"WorldPoint(x=3120, y=3628, plane=0)",559
ImissBH,87,"WorldPoint(x=3122, y=3628, plane=0)",559
Way2ManyDabs,93,"WorldPoint(x=3095, y=3620, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3625, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3111, y=3624, plane=0)",559
0kz,100,"WorldPoint(x=3123, y=3628, plane=0)",559
Stiffy i,111,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3111, y=3624, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3625, plane=0)",559
Amun-Ra-Heka,126,"WorldPoint(x=3096, y=3623, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3098, y=3621, plane=0)",559
niwbe2479,90,"WorldPoint(x=3126, y=3629, plane=0)",559
Garry Mate,120,"WorldPoint(x=3118, y=3631, plane=0)",559
Stiffy i,111,"WorldPoint(x=3124, y=3628, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3040, y=3560, plane=0)",559
stelainmyass,123,"WorldPoint(x=3098, y=3623, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3040, y=3560, plane=0)",559
Torpeedo22,98,"WorldPoint(x=3130, y=3631, plane=0)",559
Barpianisten,70,"WorldPoint(x=3130, y=3631, plane=0)",559
A-D MATT,92,"WorldPoint(x=3130, y=3631, plane=0)",559
3xhausted,93,"WorldPoint(x=3130, y=3631, plane=0)",559
Drk Pk King,99,"WorldPoint(x=3130, y=3631, plane=0)",559
goblinbrain3,65,"WorldPoint(x=3130, y=3631, plane=0)",559
i failed cba,90,"WorldPoint(x=3130, y=3631, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
Slay Sletje,118,"WorldPoint(x=3130, y=3631, plane=0)",559
yoj,82,"WorldPoint(x=3130, y=3631, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3110, y=3622, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3625, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3110, y=3622, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3625, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3106, y=3621, plane=0)",559
LEE7,101,"WorldPoint(x=3129, y=3636, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
ty mother,110,"WorldPoint(x=3131, y=3632, plane=0)",559
Cave Slayer4,126,"WorldPoint(x=3132, y=3630, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
goblinbrain3,65,"WorldPoint(x=3130, y=3631, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3110, y=3622, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3623, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3110, y=3622, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
CLlCKS,117,"WorldPoint(x=3113, y=3623, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
PVM PEKAR,49,"WorldPoint(x=3108, y=3621, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3109, y=3620, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
CLlCKS,117,"WorldPoint(x=3109, y=3622, plane=0)",559
Midles,123,"WorldPoint(x=3040, y=3560, plane=0)",559
Florpalida2,8,"WorldPoint(x=3040, y=3560, plane=0)",559
TzTok-PetCoc,123,"WorldPoint(x=3109, y=3620, plane=0)",559
CLlCKS,117,"WorldPoint(x=3109, y=3622, plane=0)",559
Midles,123,"WorldPoint(x=3133, y=3629, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
OGBlizzy,118,"WorldPoint(x=3105, y=3633, plane=0)",559
Jon Dohe,117,"WorldPoint(x=3109, y=3634, plane=0)",559
